1.577618834476689769e-01	2.318244376847867771e-01	3.392133981286101219e-01	4.192672317984038055e-01	4.715516749806026864e-01	5.388663082553356576e-01
1.351639216975875357e-01	1.887904005110987438e-01	2.911316170667792025e-01	3.821804753849641356e-01	4.547398431438332000e-01	5.019064961084911403e-01
1.558828051970196638e-01	2.430141208196071045e-01	3.695782950770482023e-01	4.483155179539219382e-01	5.030952353271554989e-01	5.525239376860323626e-01
1.531656345870809621e-01	2.266483793291773075e-01	3.185342781352756281e-01	3.853769394916526370e-01	4.410848295511636818e-01	4.860348019949017329e-01
1.273263727129063660e-01	2.020479935691905926e-01	3.020537788617588815e-01	3.688675275957071231e-01	4.391757314450581151e-01	4.868728043915075965e-01
1.848955284117379250e-01	2.894198694074005540e-01	3.804441402321701027e-01	4.417233293168455477e-01	5.102809769892063807e-01	5.584717028607302236e-01
1.582164994883199227e-01	2.474862280972006390e-01	3.418256238081675003e-01	4.163226078438048150e-01	4.705973300736393528e-01	5.074172156466421058e-01
1.420694296006016766e-01	2.261997631074937343e-01	3.190389411087665161e-01	4.008965196621057103e-01	4.636154092513194436e-01	5.042060876225464838e-01
1.528852762643286289e-01	2.321163043108180613e-01	3.172537492986370888e-01	3.977438397014456672e-01	4.577347354778776300e-01	5.062055151830712196e-01
1.716589312599287598e-01	2.545238842620388686e-01	3.806450269043785695e-01	4.615524195948136343e-01	5.170496793314748318e-01	5.676888918784180893e-01
