2.249376558603491116e-01	1.406483790523690991e-01	8.179551122194513024e-02	5.868661679135494386e-02	4.638403990024937695e-02	3.810473815461346697e-02
2.114713216957606334e-01	1.406483790523690713e-01	8.453865336658356044e-02	6.167913549459683176e-02	4.744389027431421962e-02	3.930174563591022630e-02
2.264339152119700660e-01	1.426433915211970105e-01	8.266832917705735362e-02	6.001662510390688710e-02	4.638403990024937695e-02	3.825436408977556102e-02
2.284289276807980329e-01	1.443890274314214572e-01	8.503740648379053135e-02	6.142975893599334630e-02	4.769326683291770508e-02	3.930174563591022630e-02
2.259351620947630812e-01	1.411471321695760561e-01	8.142144638403989165e-02	5.868661679135494386e-02	4.632169576059851079e-02	3.815461346633416961e-02
2.224438902743141877e-01	1.396508728179551018e-01	8.366583541147133707e-02	5.968412302576891343e-02	4.650872817955111621e-02	3.820448877805486532e-02
2.099750623441396513e-01	1.369077306733167132e-01	8.167082294264339792e-02	5.885286783042393416e-02	4.619700748129675766e-02	3.810473815461346697e-02
2.084788029925187247e-01	1.344139650872817893e-01	8.229426433915211503e-02	5.901911886949293140e-02	4.582294264339151907e-02	3.745635910224438814e-02
2.194513715710723067e-01	1.406483790523690713e-01	8.279301745635911369e-02	5.885286783042392722e-02	4.607231920199501840e-02	3.775561097256858317e-02
2.179551122194513801e-01	1.376558603491271904e-01	8.329177057356609848e-02	6.001662510390688710e-02	4.706982543640897410e-02	3.850374064837905341e-02
